,run,epoch,loss,accuracy,epoch duration,run duration,lr,batch_size
0,1,1,1.0438947518666586,0.60575,20.85565423965454,21.894985914230347,0.01,1000
1,1,2,0.5631079291303952,0.78225,20.64989686012268,42.68177676200867,0.01,1000
2,1,3,0.4659091576933861,0.8268833333333333,20.563536167144775,63.35284185409546,0.01,1000
3,2,1,1.3001917898654938,0.5093333333333333,19.64493203163147,21.562230825424194,0.01,2000
4,2,2,0.6699677348136902,0.74025,19.408271074295044,41.0554678440094,0.01,2000
5,2,3,0.5525674780209859,0.7837666666666666,19.47800326347351,60.63518500328064,0.01,2000
